uid,frequency,intensity
477,924.5086,1.6875
477,961.8655,0.0021
477,963.416,0.5685
477,1024.925,7.8769
477,1030.5261,0.0098
477,1085.4942,11.1486
477,1100.4517,0.0003
477,1124.7786,1.8979
477,1157.9728,0.8222
477,1159.9539,2.0872
477,1178.445,0.1596
477,1192.4293,0.5959
477,1229.6681,0.1334
477,1257.973,1.9565
477,1280.1917,6.8079
477,1343.802,12.4335
477,1357.7102,62.3699
477,1376.5415,22.5529
477,1389.0906,7.2967
477,1423.283,65.0181
477,1447.7194,0.35
477,1457.5493,5.7851
477,1490.6542,7.6199
477,1540.5324,0.025
477,1561.0811,17.0131
477,1580.584,11.2288
477,1624.9631,9.9339
477,1630.0172,4.69
477,1656.3139,134.0583
477,3048.5839,0.6187
477,3049.3881,0.0416
477,3053.6451,5.5367
477,3055.6209,0.3983
477,3057.0421,4.6094
477,3067.5776,1.0913
477,3068.0547,79.1793
477,3079.0496,77.1036
477,3079.6227,0.505
477,3423.1933,6.8329
477,3508.7486,9.8166
365,78.6874,0.0
365,100.8697,1.1674
365,211.4839,5.6333
365,230.626,0.0
365,238.8664,0.0028
365,375.8745,0.0
365,399.3582,0.1509
365,406.6366,7.4898
365,428.8631,0.7647
365,468.5225,0.0628
365,480.197,0.0
365,483.1131,3.1958
365,538.0571,0.0
365,541.9954,0.7277
365,585.7741,45.5626
365,691.1402,29.7211
365,699.5142,0.0002
365,707.4764,0.7396
365,758.944,47.1235
365,759.6729,0.0
365,763.4063,0.0
365,826.2394,0.0979
365,838.9254,41.8979
365,861.5081,7.4222
365,880.2667,0.0
365,888.2185,6.0062
365,952.3147,0.0
365,965.8328,3.3954
365,977.5559,0.0
365,984.2393,23.8748
365,996.4295,0.0
365,998.2911,0.7989
365,1044.2583,7.1095
365,1047.8482,4.5424
365,1085.0994,0.1353
365,1129.4395,0.1357
365,1135.4403,1.6572
365,1138.5126,146.8272
365,1172.4989,2.431
365,1212.3025,13.1521
365,1219.2705,56.3372
365,1254.6898,33.359
365,1280.9109,3.6221
365,1294.0233,0.1379
365,1313.9313,214.3592
365,1361.344,0.1564
365,1415.6195,2.9862
365,1423.9968,68.127
365,1427.7502,0.0855
365,1431.0455,22.7106
365,1504.8656,10.728
365,1520.4254,8.278
365,1522.66,9.7574
365,1546.8281,109.3336
365,1565.9487,197.6193
365,1600.6654,21.8081
365,3077.7639,0.4507
365,3080.7558,0.1759
365,3081.3477,0.5063
365,3086.226,0.0002
365,3088.5137,0.2623
365,3090.4256,0.7837
365,3097.7175,0.0052
365,3104.9724,0.345
365,3106.4015,2.8467
365,3110.9099,2.0956
266,85.227,1.6163
266,118.9503,0.0
266,217.1993,0.0
266,228.6279,0.4292
266,268.0895,0.0
266,376.8526,0.0
266,377.3559,0.1228
266,387.5258,0.0
266,438.5396,22.7521
266,453.7997,0.0
266,475.6652,0.0
266,507.3693,0.0
266,550.4518,0.0
266,596.9553,1.8824
266,613.8986,0.0
266,653.4144,0.0097
266,723.6175,0.0
266,744.4786,0.0
266,750.2232,0.0
266,753.162,77.3895
266,761.1472,0.0
266,818.7816,3.4136
266,854.5668,0.0
266,885.9038,0.0
266,896.1602,0.5316
266,906.2529,0.0
266,909.5911,31.6096
266,933.8652,0.0
266,967.5624,0.0
266,975.0705,7.9064
266,1003.3167,0.0
266,1005.469,0.0
266,1037.3025,6.0545
266,1037.3313,0.0
266,1092.5674,0.0
266,1129.4072,0.1276
266,1161.9767,0.9627
266,1174.7202,0.0
266,1184.1267,0.0
266,1186.7501,160.9634
266,1253.9287,0.0
266,1272.0761,0.0
266,1273.7438,21.8838
266,1284.7379,5.2392
266,1348.8673,311.5964
266,1382.0872,0.0
266,1395.8956,0.0
266,1403.409,140.7112
266,1450.7307,19.4861
266,1455.7669,57.7246
266,1502.2946,0.0
266,1518.831,0.0
266,1537.7205,83.7234
266,1539.3774,0.0
266,1562.3447,0.0
266,1579.4758,57.9938
266,3069.1609,0.3148
266,3070.9124,0.0
266,3077.9808,0.0
266,3078.2381,0.5083
266,3080.3803,1.4397
266,3080.9471,0.0
266,3093.0968,0.0
266,3093.1702,1.7186
266,3102.8527,3.1304
266,3102.9541,0.0
482,68.6386,3.7884
482,110.2066,0.0011
482,173.7023,0.6266
482,196.0602,2.0148
482,245.7295,0.4605
482,311.5738,3.6853
482,322.2765,1.1816
482,367.2171,0.0524
482,386.9139,175.7926
482,393.2958,75.0189
482,435.3315,0.3464
482,436.3237,12.7688
482,459.2365,3.8146
482,491.9989,10.5393
482,507.5413,0.0097
482,517.5606,0.0221
482,577.7793,0.2699
482,615.1012,0.8107
482,617.6159,2.049
482,649.6203,7.8781
482,720.1561,0.5177
482,745.2781,1.1306
482,747.5329,2.8575
482,755.9721,40.5244
482,782.6657,1.7079
482,813.8592,10.9883
482,834.9879,10.2266
482,844.1198,10.3813
482,866.4157,2.2579
482,899.2167,2.3155
482,899.2981,40.3212
482,922.1874,7.8927
482,950.6483,25.6299
482,963.1716,2.9386
482,973.3774,2.9295
482,997.8605,0.1887
482,1034.4446,0.5438
482,1044.0338,7.7403
482,1110.6371,1.0477
482,1148.0331,20.2171
482,1163.4132,1.2287
482,1182.8924,75.7723
482,1185.8178,69.909
482,1228.6856,3.9021
482,1269.3635,10.6096
482,1271.9525,15.3747
482,1293.1528,6.9236
482,1353.2504,29.3874
482,1359.3003,288.2306
482,1382.8316,2.7289
482,1392.8984,149.6397
482,1413.1754,26.3594
482,1455.3329,95.5102
482,1469.9628,112.9083
482,1504.3228,7.9265
482,1512.8228,9.8759
482,1545.3181,68.4049
482,1566.3764,77.2532
482,1570.8761,5.6284
482,1605.8155,266.6847
482,1646.3385,407.3979
482,3065.5984,1.0992
482,3067.1198,1.8228
482,3069.5479,5.6041
482,3073.4845,0.5432
482,3073.8888,1.8684
482,3076.5446,0.536
482,3086.7631,3.3139
482,3089.4618,3.1532
482,3099.732,6.152
482,3441.2906,520.268
482,3548.7028,63.4231
480,65.3703,1.9015
480,88.4673,3.0665
480,168.7138,4.5928
480,202.8135,1.0524
480,245.8488,1.6701
480,276.7405,1.4659
480,332.857,2.0444
480,360.6207,113.2179
480,382.1584,2.4397
480,393.939,65.3665
480,443.471,63.6208
480,459.955,0.8553
480,468.6453,0.5974
480,499.8939,1.4047
480,505.7323,9.3729
480,531.9413,0.2202
480,538.0341,4.911
480,610.0416,0.0664
480,614.1724,0.255
480,643.1045,1.294
480,718.0226,11.5405
480,719.7816,2.0385
480,747.6491,2.7769
480,756.0187,28.6953
480,789.4903,34.2694
480,797.6245,6.315
480,857.275,2.633
480,857.3282,0.0074
480,873.6112,23.3193
480,894.9251,9.7413
480,902.9187,0.2304
480,921.1873,8.7139
480,964.5783,3.2157
480,977.1072,0.3857
480,987.4591,5.6712
480,999.8803,0.0058
480,1033.0549,0.0659
480,1075.5783,0.5619
480,1102.9842,0.4144
480,1135.9278,2.2386
480,1163.5774,8.1849
480,1175.4127,18.2345
480,1184.7829,84.1013
480,1229.8357,2.2992
480,1263.8475,32.8186
480,1280.7147,4.7873
480,1290.044,25.545
480,1345.3604,149.6807
480,1370.5976,155.6368
480,1379.3793,6.6605
480,1388.8679,93.1559
480,1425.0779,0.3255
480,1443.5394,25.5715
480,1468.6703,133.4256
480,1493.7787,39.1318
480,1515.7328,20.5122
480,1544.4035,118.9853
480,1552.0967,4.2432
480,1571.985,8.8332
480,1596.6018,27.0315
480,1652.072,285.8471
480,3060.5945,4.6303
480,3071.3206,0.2479
480,3072.4105,2.1902
480,3075.8599,3.0199
480,3077.6169,0.3959
480,3086.9131,0.5055
480,3089.9143,3.6269
480,3100.0991,6.3444
480,3101.2182,1.0843
480,3450.3796,323.7532
480,3557.4437,34.166
478,33.114,2.9845
478,97.1994,0.0
478,123.3519,10.7286
478,222.1631,0.0
478,241.9235,0.0166
478,304.5002,5.9032
478,352.2599,0.074
478,368.3569,0.0
478,380.1556,1.0042
478,390.8209,19.5851
478,406.5384,162.7653
478,413.1884,0.1771
478,480.8944,0.0
478,517.7906,0.0
478,521.4473,20.8628
478,524.1736,0.0109
478,556.4974,1.2348
478,606.3939,0.6873
478,635.8147,23.25
478,641.8318,0.2603
478,697.5446,0.0061
478,724.5402,0.0
478,734.5264,62.0468
478,750.8157,0.0
478,777.1653,20.7646
478,829.3515,0.0561
478,840.8668,12.1693
478,861.1373,0.0
478,863.1855,1.5649
478,888.9088,15.7969
478,893.4922,0.6228
478,948.4433,0.0
478,951.4752,2.813
478,996.2516,0.0
478,997.6495,0.2843
478,1041.7319,1.3655
478,1049.1796,0.9545
478,1102.6425,5.1339
478,1108.8241,4.7033
478,1111.2015,0.0953
478,1165.5894,7.4123
478,1169.4572,2.4193
478,1183.2761,3.1707
478,1197.8108,26.2042
478,1251.7888,0.7538
478,1263.7832,0.1468
478,1281.681,0.5701
478,1341.3885,164.9952
478,1357.4418,13.421
478,1358.7529,69.8969
478,1404.0915,24.4125
478,1434.3536,68.8704
478,1451.2739,17.8274
478,1459.947,66.5853
478,1496.8516,5.4813
478,1514.5161,6.8184
478,1548.5256,10.5447
478,1560.905,3.1612
478,1573.79,1.5956
478,1595.5867,43.255
478,1659.8064,295.4879
478,3070.1701,0.492
478,3070.6966,9.1206
478,3075.6406,0.1181
478,3078.9894,0.3771
478,3080.3152,0.0621
478,3091.3356,0.0005
478,3091.4342,6.3501
478,3101.8327,4.317
478,3101.9318,0.028
478,3468.4486,165.6856
478,3566.788,51.2986
4359,55.2031,0.0
4359,100.6777,2.0118
4359,190.6785,9.3202
4359,215.8718,0.0
4359,232.4951,0.0423
4359,340.8757,0.0
4359,374.6173,9.8231
4359,385.5375,0.0
4359,392.5018,0.0581
4359,406.83,4.1456
4359,422.5374,0.3827
4359,486.7268,0.4291
4359,489.9391,0.0
4359,536.6271,1.0987
4359,575.262,77.5691
4359,658.0185,35.0725
4359,684.8775,0.0104
4359,696.8603,2.5775
4359,729.1567,0.0
4359,776.7648,0.0
4359,783.5645,48.4763
4359,818.1656,0.4965
4359,847.5534,39.9508
4359,859.4811,36.9408
4359,901.1424,0.0
4359,912.1142,6.8675
4359,973.6652,83.2236
4359,983.1809,0.0
4359,997.8686,2.9707
4359,1014.1638,0.0
4359,1023.1541,0.0
4359,1025.9326,3.7194
4359,1027.1939,24.7352
4359,1028.3703,43.2793
4359,1080.5018,11.4656
4359,1087.4201,0.465
4359,1127.6842,57.7885
4359,1153.8784,149.4996
4359,1181.5507,0.0554
4359,1194.9919,13.4339
4359,1225.0482,85.1012
4359,1265.1996,28.2827
4359,1291.64,28.314
4359,1293.6885,33.6108
4359,1345.4923,236.022
4359,1379.9807,5.7127
4359,1410.2784,178.3502
4359,1410.8406,3.232
4359,1433.5195,7.3668
4359,1463.1071,1.9291
4359,1507.2662,134.3628
4359,1514.4906,18.9052
4359,1534.2628,79.1188
4359,1553.7829,25.474
4359,1578.9874,181.3013
4359,1596.1033,100.9268
4359,3082.5797,0.3278
4359,3087.801,0.4179
4359,3088.4751,5.7417
4359,3090.5387,2.6176
4359,3090.8625,0.0714
4359,3091.7964,33.8208
4359,3102.6871,0.016
4359,3111.9222,0.7179
4359,3112.4629,46.392
4359,3114.4934,4.9195
4358,79.8424,2.5942
4358,116.3825,0.0
4358,198.2965,0.0
4358,231.1509,0.0633
4358,258.5966,0.0
4358,366.9475,3.2769
4358,369.8759,0.0
4358,384.3975,0.0
4358,417.5521,35.8703
4358,420.1301,0.0
4358,431.6477,0.0
4358,472.6572,0.0
4358,505.1406,0.0
4358,586.6715,12.4232
4358,603.8216,0.0
4358,660.1919,0.9565
4358,689.5511,0.0
4358,725.4769,0.0
4358,746.5139,0.0
4358,758.822,0.0
4358,766.6148,86.4901
4358,817.0093,14.851
4358,875.6769,0.0
4358,893.6355,0.2261
4358,900.9464,0.0
4358,915.2215,0.0
4358,954.8393,13.2174
4358,982.1788,0.0
4358,994.699,0.0
4358,1007.5204,8.7436
4358,1027.0824,0.0
4358,1030.2738,0.0
4358,1032.2338,0.0
4358,1032.5718,63.1395
4358,1062.8771,0.0
4358,1100.1157,23.2622
4358,1167.3535,0.0
4358,1174.6965,31.172
4358,1184.8709,0.0
4358,1209.5493,291.953
4358,1255.0463,0.0
4358,1270.2158,30.3934
4358,1275.973,0.0
4358,1288.5312,6.3429
4358,1346.1303,273.1315
4358,1393.1585,0.0
4358,1397.2365,0.0
4358,1425.6381,0.0
4358,1433.3256,99.3954
4358,1451.4273,7.6658
4358,1475.7152,378.8422
4358,1488.424,0.0
4358,1512.16,0.0
4358,1556.0565,119.3991
4358,1564.1271,220.5813
4358,1573.0761,0.0
4358,3073.4469,6.1007
4358,3074.3847,0.0
4358,3085.5168,0.0
4358,3085.7567,13.6056
4358,3086.8747,0.0596
4358,3087.2431,0.0
4358,3099.3575,0.0
4358,3099.4607,21.0397
4358,3107.5504,49.9795
4358,3107.6312,0.0
471,58.2297,0.8558
471,108.3039,1.5173
471,115.6508,3.6087
471,150.4743,2.6552
471,237.339,3.4749
471,243.3094,0.1906
471,276.4034,0.4625
471,332.8109,0.1503
471,378.0265,0.0006
471,384.6186,0.1638
471,461.0341,1.0577
471,473.0975,12.1677
471,477.6489,1.4994
471,477.9169,0.3044
471,542.2582,1.1507
471,551.4163,0.8455
471,565.956,4.2514
471,621.0416,2.3342
471,629.3791,7.3578
471,651.0662,0.9056
471,738.7384,0.4498
471,740.3025,0.9019
471,744.8275,34.1368
471,756.5174,0.3261
471,764.9198,0.0383
471,808.2165,3.908
471,824.8999,0.0175
471,844.084,0.0377
471,866.9168,19.8946
471,895.0536,24.8973
471,902.8595,1.3591
471,912.4163,17.5396
471,944.9987,4.2011
471,956.9562,0.2399
471,959.4476,3.2238
471,974.9501,0.0007
471,1017.5427,1.5595
471,1109.2275,0.4627
471,1142.8155,0.1456
471,1146.9307,5.8263
471,1156.7719,5.3509
471,1165.1846,1.2528
471,1188.5134,0.8244
471,1259.5373,8.824
471,1265.5213,1.2151
471,1269.9408,0.449
471,1298.8172,2.5406
471,1343.2038,6.3054
471,1362.7327,2.521
471,1391.3866,0.894
471,1402.9809,7.7045
471,1433.3906,0.6645
471,1460.5254,0.8569
471,1481.837,1.1591
471,1537.8597,3.9648
471,1557.4516,0.6092
471,1588.6923,0.0236
471,1625.0485,12.7403
471,1634.4226,4.9028
471,2132.4469,63.4474
471,3050.2403,7.5273
471,3052.4141,0.3141
471,3054.0568,9.1023
471,3058.1969,0.2038
471,3063.0099,8.1016
471,3070.6134,30.1518
471,3077.3909,4.6263
471,3082.3436,34.8432
471,3092.2344,7.7893
469,76.4354,1.5802
469,90.1486,1.1214
469,113.0532,5.284
469,160.4342,0.8835
469,235.5355,0.2222
469,241.6811,1.4404
469,268.1331,0.1218
469,361.342,0.5524
469,371.5778,1.1581
469,380.6697,0.1891
469,448.5935,5.7805
469,467.9673,1.7857
469,476.7718,9.1024
469,496.8291,0.0535
469,526.2549,0.1756
469,564.6187,0.0018
469,578.4325,0.2851
469,616.2833,1.4101
469,618.5449,3.5433
469,648.8788,0.5242
469,707.1062,4.0162
469,734.1981,34.6878
469,751.5163,12.1045
469,763.4265,0.271
469,781.8495,0.7399
469,798.5042,5.8125
469,847.8347,1.3965
469,852.0996,1.1882
469,879.9695,49.9241
469,905.9311,3.5752
469,906.1697,0.6464
469,914.882,0.0006
469,946.0157,3.3358
469,965.1117,1.4624
469,975.6245,0.0082
469,1002.3819,0.5189
469,1017.6413,1.2292
469,1069.7778,1.424
469,1129.0445,1.606
469,1148.2306,2.6359
469,1163.4219,2.9599
469,1170.6749,2.6472
469,1189.7355,3.2287
469,1246.0802,0.1402
469,1263.9114,5.4911
469,1273.8223,0.9855
469,1305.6666,9.6645
469,1346.2454,1.5488
469,1374.4868,9.2758
469,1388.8326,4.8024
469,1397.875,5.2225
469,1431.6415,1.8334
469,1456.1107,0.2562
469,1481.0768,0.9413
469,1547.5322,12.986
469,1559.4313,2.7115
469,1585.6966,0.0775
469,1617.7438,7.7651
469,1634.522,3.001
469,2127.8338,37.1527
469,3049.768,4.018
469,3053.4921,4.3474
469,3058.2674,0.0128
469,3059.3043,5.8718
469,3066.8533,0.0007
469,3070.5237,29.4615
469,3077.8493,15.9661
469,3081.8059,32.9048
469,3090.9359,10.8792
467,79.5481,2.0538
467,111.8172,0.5441
467,117.459,0.0
467,131.1045,4.8743
467,226.0283,3.0547
467,233.0688,0.0
467,273.018,0.3852
467,367.7117,0.8475
467,386.3754,0.2113
467,388.7883,0.2754
467,452.4416,13.5325
467,459.5379,0.0037
467,471.1842,0.1442
467,476.8593,0.0
467,495.6025,0.0
467,557.4144,0.9423
467,587.5484,5.6678
467,626.4343,4.9296
467,627.9985,4.1267
467,642.0758,1.739
467,683.9795,0.5393
467,743.3516,0.0
467,743.5369,61.8611
467,763.5451,0.0
467,786.1024,12.0657
467,852.9043,1.1115
467,854.6163,13.5994
467,858.1107,0.1508
467,860.8766,0.0
467,902.0784,16.4807
467,923.3031,0.0277
467,946.7415,0.0
467,950.3763,4.3657
467,979.2195,0.0
467,980.0708,0.0385
467,1024.6926,0.5368
467,1026.7205,3.407
467,1031.008,0.7916
467,1102.9864,0.316
467,1148.6272,3.5452
467,1156.1129,4.1022
467,1170.5029,0.752
467,1181.089,1.385
467,1230.2307,1.1294
467,1263.099,12.8186
467,1276.268,0.6852
467,1324.5621,0.1879
467,1330.3856,2.1896
467,1378.7732,2.3613
467,1385.4131,0.4991
467,1405.4726,0.3309
467,1449.2952,7.683
467,1451.7675,5.3128
467,1488.5274,1.1765
467,1529.2547,8.8214
467,1559.3393,5.0014
467,1576.9717,0.194
467,1624.427,7.4878
467,1634.7165,3.8236
467,2117.6264,46.0829
467,3050.0151,3.4506
467,3056.1158,0.06
467,3056.97,4.43
467,3066.287,1.0444
467,3066.4901,21.0659
467,3078.3251,15.5726
467,3078.5386,21.6474
467,3086.6208,40.3078
467,3087.0384,0.2241
341,97.8937,0.6543
341,183.4422,0.0
341,202.9548,6.0684
341,255.7162,1.1752
341,287.1226,0.0
341,334.9994,1.3575
341,428.2132,0.0
341,433.7139,0.0241
341,472.7169,0.6359
341,482.718,0.8794
341,500.9269,1.3087
341,516.6265,0.3637
341,542.9898,0.0288
341,564.5368,0.0
341,587.2314,1.7424
341,614.6185,0.0
341,650.9033,0.9197
341,691.6637,0.0006
341,706.3796,9.8594
341,753.9594,32.7715
341,770.3038,7.1821
341,774.417,0.0
341,808.9717,0.3939
341,822.3745,0.0
341,823.2567,52.9694
341,883.3255,5.6721
341,888.1569,0.0
341,941.0204,0.0155
341,943.1816,0.0
341,954.9081,0.0
341,955.4854,3.8477
341,974.9589,0.1401
341,999.5638,0.2899
341,1017.295,0.8066
341,1036.419,0.0137
341,1058.8993,5.4074
341,1131.4892,0.0
341,1137.4351,0.532
341,1157.0954,0.4691
341,1160.6406,0.1308
341,1184.16,0.0308
341,1204.0998,0.573
341,1210.2536,5.0003
341,1218.2971,0.1559
341,1258.774,0.0031
341,1308.4375,4.0305
341,1354.1873,0.6497
341,1358.9076,0.1409
341,1407.5089,1.4519
341,1424.025,11.2424
341,1433.4768,4.6409
341,1447.086,6.4256
341,1459.0306,0.6749
341,1492.7548,1.4031
341,1507.5537,1.5682
341,1593.9149,4.1979
341,1598.1088,0.9633
341,1619.9983,0.1952
341,1631.9211,1.4358
341,2923.4028,17.0425
341,2952.7437,11.1539
341,3045.6008,1.4729
341,3047.8987,0.0504
341,3047.9701,0.0445
341,3057.7542,31.5141
341,3057.8144,1.9876
341,3062.9385,46.5159
341,3070.6661,84.5531
341,3071.2196,0.2253
271,100.1083,0.1551
271,154.3966,0.0
271,212.542,3.6676
271,246.6492,0.0
271,261.6256,2.2651
271,348.7018,0.1345
271,385.6556,0.0
271,400.4366,0.3993
271,457.3827,0.2273
271,492.8783,0.7552
271,497.8258,0.0099
271,501.426,0.0591
271,508.4251,0.4129
271,524.6665,0.0
271,561.7272,0.7044
271,588.5437,0.0027
271,599.0729,1.9612
271,677.8547,0.0
271,680.84,1.5864
271,720.9499,28.2962
271,744.069,0.8755
271,759.3659,2.6262
271,800.452,7.2371
271,809.365,0.0
271,812.7756,11.9606
271,819.6984,8.0559
271,840.4909,37.9287
271,892.549,0.0
271,896.9772,32.6099
271,932.6537,0.0
271,953.2866,0.8612
271,958.9311,0.0
271,967.0988,0.2003
271,979.8081,1.6717
271,1008.0155,2.5504
271,1086.6039,3.5958
271,1105.6968,0.7539
271,1139.1446,1.4816
271,1143.1587,0.3985
271,1147.5802,9.8581
271,1175.9768,7.5141
271,1207.4147,4.7185
271,1236.1748,1.6175
271,1249.5909,4.1228
271,1253.4916,1.8439
271,1294.7238,4.2219
271,1324.2314,2.6657
271,1363.0941,2.9814
271,1388.0544,4.2511
271,1405.0088,0.0319
271,1423.8452,6.7359
271,1432.9114,7.7656
271,1451.7279,9.8838
271,1455.9646,2.6104
271,1496.7616,0.0101
271,1549.7773,10.0987
271,1584.6233,6.6302
271,1591.5771,0.7415
271,1603.6065,9.6136
271,1633.6183,9.0668
271,3030.4793,35.6518
271,3034.5521,16.2705
271,3050.855,3.6077
271,3051.2176,0.0496
271,3052.9074,0.5638
271,3060.0066,10.472
271,3068.5193,63.4472
271,3068.8065,1.2313
271,3075.9933,33.9422
328,34.5995,0.2072
328,105.639,0.0991
328,110.9867,0.1278
328,148.1348,1.3523
328,233.7593,0.0041
328,244.2539,1.2466
328,296.7337,0.6057
328,341.6361,0.3653
328,390.6858,0.096
328,397.4956,2.7171
328,415.3124,0.1445
328,476.318,0.0393
328,497.9905,0.0
328,519.2919,0.8378
328,536.3139,7.0248
328,549.173,0.5868
328,590.6222,1.2175
328,605.2818,5.9751
328,641.5578,1.0061
328,686.552,0.3519
328,731.6894,55.693
328,740.3145,2.9581
328,756.2496,0.5199
328,778.0413,11.1351
328,817.6921,1.0811
328,836.0069,10.1145
328,849.0411,1.143
328,855.4962,2.7891
328,881.9648,21.4381
328,898.812,0.5544
328,931.5081,0.4172
328,938.7709,1.8221
328,965.7171,0.2177
328,968.3726,0.1292
328,1011.944,7.7559
328,1029.7738,0.1092
328,1033.017,1.3814
328,1041.503,0.4824
328,1068.3825,0.7969
328,1101.2783,0.1996
328,1148.8726,0.6774
328,1155.6165,3.2159
328,1175.2168,0.2174
328,1185.0459,1.6385
328,1225.1168,0.6525
328,1255.0372,1.4515
328,1275.1882,1.7132
328,1322.8143,2.3813
328,1339.1304,13.1253
328,1374.1241,2.3666
328,1385.459,1.7788
328,1401.5521,0.5063
328,1407.4842,4.6223
328,1448.6026,2.6086
328,1451.8335,3.8057
328,1472.871,6.2356
328,1475.4495,2.9132
328,1499.4789,3.5014
328,1535.6556,5.3884
328,1561.6975,0.6303
328,1583.9895,0.9223
328,1626.1658,0.1709
328,1634.8177,7.4366
328,2924.0161,26.6036
328,2966.7806,17.9174
328,3044.1504,14.1912
328,3045.0184,2.659
328,3049.4826,0.0168
328,3050.8583,7.9053
328,3059.7488,12.7274
328,3060.1229,18.8731
328,3075.2106,42.7766
328,3075.9062,32.8741
328,3092.9451,21.2264
328,3097.7287,29.1216
326,70.5944,0.8575
326,109.194,0.1197
326,115.8137,0.0021
326,183.9348,0.0455
326,188.9089,0.947
326,249.8292,0.0674
326,308.511,0.837
326,316.7555,0.9454
326,365.3584,0.0373
326,386.2701,0.5198
326,418.1206,0.5138
326,475.0297,10.7677
326,478.803,0.0446
326,499.5147,0.253
326,521.9879,0.7304
326,578.8135,3.6942
326,593.5006,1.9149
326,622.9242,2.7406
326,647.7466,1.4596
326,741.1715,12.9035
326,742.3425,23.262
326,751.1979,0.0032
326,761.4541,0.1446
326,765.246,0.022
326,798.6658,2.143
326,829.0498,0.2661
326,838.844,0.3124
326,860.9561,12.4923
326,884.7719,39.3062
326,902.3295,1.2284
326,902.6861,4.5688
326,939.2709,3.3498
326,945.6852,0.7247
326,950.2817,0.7724
326,968.7515,0.0
326,1015.8403,0.1771
326,1019.4982,10.0419
326,1054.7191,4.3269
326,1108.922,0.2972
326,1142.3823,2.7383
326,1152.7364,1.8717
326,1163.1578,1.0607
326,1167.1548,2.5126
326,1186.9639,0.0832
326,1259.0238,6.8695
326,1265.8889,0.0327
326,1267.4407,0.3391
326,1300.4857,3.158
326,1346.0166,4.3947
326,1364.4283,1.2311
326,1389.5105,0.0825
326,1397.5574,2.664
326,1405.3107,0.5776
326,1433.7551,0.3707
326,1463.5583,4.5281
326,1465.2081,5.7245
326,1474.3325,6.4077
326,1489.3203,1.6005
326,1544.9916,3.7765
326,1559.576,0.1151
326,1593.5882,1.0184
326,1632.2904,2.7542
326,1641.9979,18.4697
326,2915.3714,47.6674
326,2962.6409,21.7419
326,2999.7309,15.8856
326,3041.6198,2.8138
326,3042.5051,4.2582
326,3044.682,17.0964
326,3045.9457,9.6002
326,3047.5793,17.4706
326,3051.907,0.3518
326,3062.1388,33.4388
326,3064.8705,39.7014
326,3077.2529,40.4538
324,90.2852,0.7802
324,91.9493,0.0182
324,184.9927,1.0736
324,196.6454,0.6899
324,202.2123,0.1257
324,245.9088,0.2636
324,284.3327,0.5778
324,316.3587,0.7601
324,385.7133,0.0394
324,396.8359,0.5712
324,441.0293,0.2805
324,475.1454,8.1798
324,498.5679,0.0109
324,512.7031,2.8427
324,541.26,0.0373
324,542.7258,1.415
324,581.9515,0.0054
324,618.5941,4.0194
324,644.3002,1.0746
324,715.3283,1.4355
324,735.0171,37.3622
324,749.3944,7.3902
324,763.2666,0.0385
324,785.8914,4.3622
324,787.1052,0.4729
324,842.3613,0.0397
324,847.0033,0.974
324,874.0642,50.7474
324,882.2993,2.468
324,901.7128,0.4878
324,905.4782,0.263
324,939.7528,2.8425
324,954.4491,1.432
324,969.2685,0.0048
324,971.2957,0.1035
324,1017.1783,2.1083
324,1043.0099,0.8693
324,1056.4392,2.1138
324,1079.3465,2.9794
324,1128.7727,1.92
324,1146.4279,1.306
324,1162.2537,2.619
324,1168.7187,1.3646
324,1194.1616,1.6983
324,1252.0783,3.8024
324,1263.0301,0.279
324,1272.7443,1.2353
324,1305.9617,4.9891
324,1348.1917,4.195
324,1375.5022,2.3189
324,1389.8434,0.8702
324,1399.414,0.8114
324,1400.1378,0.4337
324,1429.887,2.0524
324,1457.1792,1.9006
324,1466.2537,6.6993
324,1478.8263,7.4774
324,1485.5389,4.4323
324,1551.5182,2.9495
324,1566.7383,1.5605
324,1591.0284,0.1914
324,1628.6589,3.8246
324,1633.8558,6.7197
324,2915.3805,28.6016
324,2962.5051,20.465
324,3000.781,19.9333
324,3043.0857,7.5282
324,3047.2785,5.882
324,3047.9402,2.4252
324,3051.5993,0.3064
324,3055.2508,25.9595
324,3064.862,28.8122
324,3069.6529,17.7377
324,3073.0614,43.7649
324,3077.4358,35.2671
472,55.4469,0.6014
472,104.7503,2.2345
472,112.7149,4.3263
472,144.8874,2.3909
472,230.2201,0.2435
472,233.4808,1.5418
472,273.736,0.1959
472,329.3475,0.7482
472,373.8722,0.3224
472,376.4989,0.0127
472,436.0733,0.2529
472,437.8471,22.5045
472,454.8355,0.5838
472,469.3275,0.3376
472,518.7699,0.383
472,542.9445,0.2609
472,556.6226,1.0711
472,608.7094,1.2394
472,617.1276,5.0903
472,646.5055,0.9035
472,721.7975,0.1848
472,742.093,0.1979
472,743.8457,0.0579
472,756.4988,41.9041
472,756.8392,0.9236
472,832.3774,2.4451
472,834.9713,10.0294
472,865.5543,1.1751
472,894.8903,2.4313
472,900.6977,0.4169
472,921.7664,32.1454
472,938.5413,8.81
472,961.3699,0.431
472,973.1076,4.365
472,981.9098,1.5233
472,1006.511,0.0013
472,1037.4275,5.3706
472,1102.4564,0.1466
472,1141.9701,1.5437
472,1158.7932,2.5585
472,1169.9822,0.4439
472,1184.4329,81.4058
472,1192.2844,100.909
