uid,frequency,intensity
418,3070.9436,24.7357
418,3096.6171,8.4269
418,3098.7232,7.7178
418,3605.544,50.3114
418,3606.5211,38.28
359,155.2901,2.5006
359,180.3586,0.0
359,350.0239,0.1019
359,369.5213,0.0
359,419.5809,17.7723
359,432.4594,0.0
359,463.1542,0.0
359,504.6222,0.0
359,551.5747,0.0
359,596.572,8.7019
359,726.7818,0.0
359,740.5533,0.0
359,761.1836,0.0
359,764.5204,92.7395
359,792.1804,0.0004
359,859.7528,0.0
359,921.8311,0.0
359,922.3342,0.0
359,958.0417,0.0
359,981.3003,2.2388
359,1002.934,0.0
359,1007.6827,0.0
359,1023.5347,17.013
359,1051.7829,0.0
359,1092.3496,0.0
359,1094.2359,5.7037
359,1163.608,19.5058
359,1174.759,0.0
359,1208.7336,208.9388
359,1228.171,0.0
359,1272.0883,10.0732
359,1376.4794,0.0
359,1387.1651,19.7355
359,1398.6911,21.3378
359,1433.8777,0.0
359,1469.0294,0.0
359,1473.8352,0.0
359,1515.2301,86.933
359,1534.6964,24.6242
359,1585.5144,0.0
359,3080.4295,0.0
359,3082.3786,0.0117
359,3082.7543,0.7562
359,3084.7654,0.0
359,3097.017,0.0
359,3097.1381,0.0942
359,3106.8525,0.3521
359,3106.9612,0.0
500,123.7569,0.7167
500,165.2014,5.5878
500,238.4273,2.1088
500,280.7536,2.7125
500,395.3327,12.6544
500,436.125,13.5634
500,454.8832,2.3233
500,458.4981,0.7689
500,500.17,31.0526
500,514.2947,11.6017
500,535.3839,66.159
500,558.1815,1.6966
500,632.0641,0.0319
500,706.6065,2.2817
500,725.0187,16.3571
500,763.8327,57.458
500,783.3561,4.0
500,786.6131,46.0529
500,871.0664,2.2726
500,883.8636,0.3078
500,911.4789,0.3002
500,972.9552,0.5935
500,981.336,0.371
500,1006.662,0.0025
500,1029.6899,13.3025
500,1063.4145,18.8069
500,1084.3223,0.6489
500,1111.3616,8.9531
500,1165.4484,8.7415
500,1174.6036,8.7342
500,1185.171,216.155
