uid,formula_clean,charge,charge_state,n_lines,CID,MolecularWeight,IUPACName,SMILES,InChIKey,HeavyAtomCount,Charge
281,C18H12,1,cation,84,7080,228.3,tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,IFLREYGFSNHWGE-UHFFFAOYSA-N,18,0
281,C18H12,1,cation,84,9170,228.3,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,SLGBZMMZGDRARJ-UHFFFAOYSA-N,18,0
281,C18H12,1,cation,84,9136,228.3,benzo[c]phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,TUAHORSUHVUKBD-UHFFFAOYSA-N,18,0
4013,C18H12,1,cation,84,5954,228.3,benzo[a]anthracene,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N,18,0
4013,C18H12,1,cation,84,9171,228.3,chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,WDECIBYCCFPHNR-UHFFFAOYSA-N,18,0
4013,C18H12,1,cation,84,7080,228.3,tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,IFLREYGFSNHWGE-UHFFFAOYSA-N,18,0
4013,C18H12,1,cation,84,9170,228.3,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,SLGBZMMZGDRARJ-UHFFFAOYSA-N,18,0
4013,C18H12,1,cation,84,9136,228.3,benzo[c]phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,TUAHORSUHVUKBD-UHFFFAOYSA-N,18,0
4363,C18H12,2,cation,84,5954,228.3,benzo[a]anthracene,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N,18,0
4363,C18H12,2,cation,84,9171,228.3,chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,WDECIBYCCFPHNR-UHFFFAOYSA-N,18,0
4363,C18H12,2,cation,84,7080,228.3,tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,IFLREYGFSNHWGE-UHFFFAOYSA-N,18,0
4363,C18H12,2,cation,84,9170,228.3,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,SLGBZMMZGDRARJ-UHFFFAOYSA-N,18,0
4363,C18H12,2,cation,84,9136,228.3,benzo[c]phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,TUAHORSUHVUKBD-UHFFFAOYSA-N,18,0
4361,C18H12,2,cation,84,5954,228.3,benzo[a]anthracene,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N,18,0
4361,C18H12,2,cation,84,9171,228.3,chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,WDECIBYCCFPHNR-UHFFFAOYSA-N,18,0
4361,C18H12,2,cation,84,7080,228.3,tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,IFLREYGFSNHWGE-UHFFFAOYSA-N,18,0
4361,C18H12,2,cation,84,9170,228.3,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,SLGBZMMZGDRARJ-UHFFFAOYSA-N,18,0
4361,C18H12,2,cation,84,9136,228.3,benzo[c]phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,TUAHORSUHVUKBD-UHFFFAOYSA-N,18,0
4360,C18H12,2,cation,84,5954,228.3,benzo[a]anthracene,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N,18,0
4360,C18H12,2,cation,84,9171,228.3,chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,WDECIBYCCFPHNR-UHFFFAOYSA-N,18,0
4360,C18H12,2,cation,84,7080,228.3,tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,IFLREYGFSNHWGE-UHFFFAOYSA-N,18,0
4360,C18H12,2,cation,84,9170,228.3,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,SLGBZMMZGDRARJ-UHFFFAOYSA-N,18,0
4360,C18H12,2,cation,84,9136,228.3,benzo[c]phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,TUAHORSUHVUKBD-UHFFFAOYSA-N,18,0
4357,C18H12,2,cation,84,5954,228.3,benzo[a]anthracene,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N,18,0
4357,C18H12,2,cation,84,9171,228.3,chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,WDECIBYCCFPHNR-UHFFFAOYSA-N,18,0
4357,C18H12,2,cation,84,7080,228.3,tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,IFLREYGFSNHWGE-UHFFFAOYSA-N,18,0
4357,C18H12,2,cation,84,9170,228.3,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,SLGBZMMZGDRARJ-UHFFFAOYSA-N,18,0
4357,C18H12,2,cation,84,9136,228.3,benzo[c]phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,TUAHORSUHVUKBD-UHFFFAOYSA-N,18,0
6039,C18H12,2,cation,84,5954,228.3,benzo[a]anthracene,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N,18,0
6039,C18H12,2,cation,84,9171,228.3,chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,WDECIBYCCFPHNR-UHFFFAOYSA-N,18,0
6039,C18H12,2,cation,84,7080,228.3,tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,IFLREYGFSNHWGE-UHFFFAOYSA-N,18,0
6039,C18H12,2,cation,84,9170,228.3,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,SLGBZMMZGDRARJ-UHFFFAOYSA-N,18,0
6039,C18H12,2,cation,84,9136,228.3,benzo[c]phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,TUAHORSUHVUKBD-UHFFFAOYSA-N,18,0
349,C19H14,0,neutral,93,19427,242.3,5-methylchrysene,CC1=CC2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,GOHBXWHNJHENRX-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,16933,242.3,8-methylbenzo[a]anthracene,CC1=C2C=C3C=CC4=CC=CC=C4C3=CC2=CC=C1,IJGWKTGQVIDRLA-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,17026,242.3,12-methylbenzo[a]anthracene,CC1=C2C(=CC3=CC=CC=C13)C=CC4=CC=CC=C42,ACYOLKMEHHTLAB-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,17347,242.3,7-methylbenzo[a]anthracene,CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14,DIIFUCUPDHMNIV-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,15564,242.3,6-methylchrysene,CC1=CC2=C(C=CC3=CC=CC=C32)C4=CC=CC=C14,ASVDRLYVNFOSCI-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,18780,242.3,4-methylchrysene,CC1=C2C(=CC=C1)C=CC3=C2C=CC4=CC=CC=C43,BLVHWJCLSMYFMT-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,18781,242.3,3-methylchrysene,CC1=CC2=C(C=C1)C=CC3=C2C=CC4=CC=CC=C43,JLIHUJWAXSZIHS-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,16929,242.3,10-methylbenzo[a]anthracene,CC1=CC2=CC3=C(C=CC4=CC=CC=C43)C=C2C=C1,WUMGYHICFXGLAB-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,16930,242.3,9-methylbenzo[a]anthracene,CC1=CC2=C(C=C1)C=C3C(=C2)C=CC4=CC=CC=C43,KYJPMPXTXCFCRM-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,18779,242.3,1-methylchrysene,CC1=C2C=CC3=C(C2=CC=C1)C=CC4=CC=CC=C43,LQKGSLMFGWWLIU-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,18782,242.3,2-methylchrysene,CC1=CC2=C(C=C1)C3=C(C=C2)C4=CC=CC=C4C=C3,PJVVBVYEMMJZCY-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,9422,242.3,6-methylbenzo[a]anthracene,CC1=CC2=CC=CC=C2C3=CC4=CC=CC=C4C=C13,WOIBRJNTTODOPT-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,17256,242.3,1-methylbenzo[a]anthracene,CC1=C2C(=CC=C1)C=CC3=CC4=CC=CC=C4C=C32,MWMBCXXTFFHALK-UHFFFAOYSA-N,19,0
349,C19H14,0,neutral,93,75348,242.3,5-methylbenzo[a]anthracene,CC1=CC2=CC3=CC=CC=C3C=C2C4=CC=CC=C14,NYTXDSVUTXAPTH-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,19427,242.3,5-methylchrysene,CC1=CC2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,GOHBXWHNJHENRX-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,16933,242.3,8-methylbenzo[a]anthracene,CC1=C2C=C3C=CC4=CC=CC=C4C3=CC2=CC=C1,IJGWKTGQVIDRLA-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,17026,242.3,12-methylbenzo[a]anthracene,CC1=C2C(=CC3=CC=CC=C13)C=CC4=CC=CC=C42,ACYOLKMEHHTLAB-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,17347,242.3,7-methylbenzo[a]anthracene,CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14,DIIFUCUPDHMNIV-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,15564,242.3,6-methylchrysene,CC1=CC2=C(C=CC3=CC=CC=C32)C4=CC=CC=C14,ASVDRLYVNFOSCI-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,18780,242.3,4-methylchrysene,CC1=C2C(=CC=C1)C=CC3=C2C=CC4=CC=CC=C43,BLVHWJCLSMYFMT-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,18781,242.3,3-methylchrysene,CC1=CC2=C(C=C1)C=CC3=C2C=CC4=CC=CC=C43,JLIHUJWAXSZIHS-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,16929,242.3,10-methylbenzo[a]anthracene,CC1=CC2=CC3=C(C=CC4=CC=CC=C43)C=C2C=C1,WUMGYHICFXGLAB-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,16930,242.3,9-methylbenzo[a]anthracene,CC1=CC2=C(C=C1)C=C3C(=C2)C=CC4=CC=CC=C43,KYJPMPXTXCFCRM-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,18779,242.3,1-methylchrysene,CC1=C2C=CC3=C(C2=CC=C1)C=CC4=CC=CC=C43,LQKGSLMFGWWLIU-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,18782,242.3,2-methylchrysene,CC1=CC2=C(C=C1)C3=C(C=C2)C4=CC=CC=C4C=C3,PJVVBVYEMMJZCY-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,9422,242.3,6-methylbenzo[a]anthracene,CC1=CC2=CC=CC=C2C3=CC4=CC=CC=C4C=C13,WOIBRJNTTODOPT-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,17256,242.3,1-methylbenzo[a]anthracene,CC1=C2C(=CC=C1)C=CC3=CC4=CC=CC=C4C=C32,MWMBCXXTFFHALK-UHFFFAOYSA-N,19,0
374,C19H14,1,cation,93,75348,242.3,5-methylbenzo[a]anthracene,CC1=CC2=CC3=CC=CC=C3C=C2C4=CC=CC=C14,NYTXDSVUTXAPTH-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,19427,242.3,5-methylchrysene,CC1=CC2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3,GOHBXWHNJHENRX-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,16933,242.3,8-methylbenzo[a]anthracene,CC1=C2C=C3C=CC4=CC=CC=C4C3=CC2=CC=C1,IJGWKTGQVIDRLA-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,17026,242.3,12-methylbenzo[a]anthracene,CC1=C2C(=CC3=CC=CC=C13)C=CC4=CC=CC=C42,ACYOLKMEHHTLAB-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,17347,242.3,7-methylbenzo[a]anthracene,CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14,DIIFUCUPDHMNIV-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,15564,242.3,6-methylchrysene,CC1=CC2=C(C=CC3=CC=CC=C32)C4=CC=CC=C14,ASVDRLYVNFOSCI-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,18780,242.3,4-methylchrysene,CC1=C2C(=CC=C1)C=CC3=C2C=CC4=CC=CC=C43,BLVHWJCLSMYFMT-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,18781,242.3,3-methylchrysene,CC1=CC2=C(C=C1)C=CC3=C2C=CC4=CC=CC=C43,JLIHUJWAXSZIHS-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,16929,242.3,10-methylbenzo[a]anthracene,CC1=CC2=CC3=C(C=CC4=CC=CC=C43)C=C2C=C1,WUMGYHICFXGLAB-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,16930,242.3,9-methylbenzo[a]anthracene,CC1=CC2=C(C=C1)C=C3C(=C2)C=CC4=CC=CC=C43,KYJPMPXTXCFCRM-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,18779,242.3,1-methylchrysene,CC1=C2C=CC3=C(C2=CC=C1)C=CC4=CC=CC=C43,LQKGSLMFGWWLIU-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,18782,242.3,2-methylchrysene,CC1=CC2=C(C=C1)C3=C(C=C2)C4=CC=CC=C4C=C3,PJVVBVYEMMJZCY-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,9422,242.3,6-methylbenzo[a]anthracene,CC1=CC2=CC=CC=C2C3=CC4=CC=CC=C4C=C13,WOIBRJNTTODOPT-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,17256,242.3,1-methylbenzo[a]anthracene,CC1=C2C(=CC=C1)C=CC3=CC4=CC=CC=C4C=C32,MWMBCXXTFFHALK-UHFFFAOYSA-N,19,0
4393,C19H14,2,cation,93,75348,242.3,5-methylbenzo[a]anthracene,CC1=CC2=CC3=CC=CC=C3C=C2C4=CC=CC=C14,NYTXDSVUTXAPTH-UHFFFAOYSA-N,19,0
552,C20H12,-1,anion,90,2336,252.3,benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20,0
552,C20H12,-1,anion,90,9128,252.3,benzo[e]pyrene,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,TXVHTIQJNYSSKO-UHFFFAOYSA-N,20,0
552,C20H12,-1,anion,90,9153,252.3,"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N,20,0
552,C20H12,-1,anion,90,9158,252.3,benzo[k]fluoranthene,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,HAXBIWFMXWRORI-UHFFFAOYSA-N,20,0
552,C20H12,-1,anion,90,9152,252.3,"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,KHNYNFUTFKJLDD-UHFFFAOYSA-N,20,0
552,C20H12,-1,anion,90,9142,252.3,perylene,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,CSHWQDPOILHKBI-UHFFFAOYSA-N,20,0
552,C20H12,-1,anion,90,9146,252.3,"pentacyclo[10.7.1.02,7.08,20.014,19]icosa-1(20),2,4,6,8,10,12,14,16,18-decaene",C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C5=CC=CC=C54,OQDXASJSCOTNQS-UHFFFAOYSA-N,20,0
552,C20H12,-1,anion,90,104987,252.3,benzo[j]aceanthrylene,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC=C5C4=C3C=C5,OSKRAISUPBTHCP-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,2336,252.3,benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,9128,252.3,benzo[e]pyrene,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,TXVHTIQJNYSSKO-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,9153,252.3,"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,9158,252.3,benzo[k]fluoranthene,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,HAXBIWFMXWRORI-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,9152,252.3,"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,KHNYNFUTFKJLDD-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,9142,252.3,perylene,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,CSHWQDPOILHKBI-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,9146,252.3,"pentacyclo[10.7.1.02,7.08,20.014,19]icosa-1(20),2,4,6,8,10,12,14,16,18-decaene",C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C5=CC=CC=C54,OQDXASJSCOTNQS-UHFFFAOYSA-N,20,0
398,C20H12,-1,anion,90,104987,252.3,benzo[j]aceanthrylene,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC=C5C4=C3C=C5,OSKRAISUPBTHCP-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,2336,252.3,benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,9128,252.3,benzo[e]pyrene,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,TXVHTIQJNYSSKO-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,9153,252.3,"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,9158,252.3,benzo[k]fluoranthene,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,HAXBIWFMXWRORI-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,9152,252.3,"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,KHNYNFUTFKJLDD-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,9142,252.3,perylene,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,CSHWQDPOILHKBI-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,9146,252.3,"pentacyclo[10.7.1.02,7.08,20.014,19]icosa-1(20),2,4,6,8,10,12,14,16,18-decaene",C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C5=CC=CC=C54,OQDXASJSCOTNQS-UHFFFAOYSA-N,20,0
397,C20H12,-1,anion,90,104987,252.3,benzo[j]aceanthrylene,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC=C5C4=C3C=C5,OSKRAISUPBTHCP-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,2336,252.3,benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,9128,252.3,benzo[e]pyrene,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,TXVHTIQJNYSSKO-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,9153,252.3,"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,9158,252.3,benzo[k]fluoranthene,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,HAXBIWFMXWRORI-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,9152,252.3,"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,KHNYNFUTFKJLDD-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,9142,252.3,perylene,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,CSHWQDPOILHKBI-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,9146,252.3,"pentacyclo[10.7.1.02,7.08,20.014,19]icosa-1(20),2,4,6,8,10,12,14,16,18-decaene",C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C5=CC=CC=C54,OQDXASJSCOTNQS-UHFFFAOYSA-N,20,0
829,C20H12,0,neutral,90,104987,252.3,benzo[j]aceanthrylene,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC=C5C4=C3C=C5,OSKRAISUPBTHCP-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,2336,252.3,benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,9128,252.3,benzo[e]pyrene,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,TXVHTIQJNYSSKO-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,9153,252.3,"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,9158,252.3,benzo[k]fluoranthene,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,HAXBIWFMXWRORI-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,9152,252.3,"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,KHNYNFUTFKJLDD-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,9142,252.3,perylene,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,CSHWQDPOILHKBI-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,9146,252.3,"pentacyclo[10.7.1.02,7.08,20.014,19]icosa-1(20),2,4,6,8,10,12,14,16,18-decaene",C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C5=CC=CC=C54,OQDXASJSCOTNQS-UHFFFAOYSA-N,20,0
395,C20H12,0,neutral,90,104987,252.3,benzo[j]aceanthrylene,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC=C5C4=C3C=C5,OSKRAISUPBTHCP-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,2336,252.3,benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,9128,252.3,benzo[e]pyrene,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,TXVHTIQJNYSSKO-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,9153,252.3,"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,9158,252.3,benzo[k]fluoranthene,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,HAXBIWFMXWRORI-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,9152,252.3,"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,KHNYNFUTFKJLDD-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,9142,252.3,perylene,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,CSHWQDPOILHKBI-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,9146,252.3,"pentacyclo[10.7.1.02,7.08,20.014,19]icosa-1(20),2,4,6,8,10,12,14,16,18-decaene",C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C5=CC=CC=C54,OQDXASJSCOTNQS-UHFFFAOYSA-N,20,0
393,C20H12,0,neutral,90,104987,252.3,benzo[j]aceanthrylene,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC=C5C4=C3C=C5,OSKRAISUPBTHCP-UHFFFAOYSA-N,20,0
391,C20H12,0,neutral,90,2336,252.3,benzo[a]pyrene,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20,0
391,C20H12,0,neutral,90,9128,252.3,benzo[e]pyrene,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,TXVHTIQJNYSSKO-UHFFFAOYSA-N,20,0
